mouse,month,treatment,hotspots,ln2volume
#289,0,No UV,1,20.33192126
#009,0,No UV,0,20.3370394
#022,0,No UV,0,20.34460777
#009,0,No UV,0,20.34680993
#022,0,No UV,1,20.35419332
#974,0,No UV,0,20.36578541
#009,0,No UV,0,20.38487907
#003,0,No UV,0,20.3967705
#291,0,No UV,1,20.39705966
#970,0,No UV,0,20.40862925
#970,0,No UV,1,20.40994805
#317,0,No UV,0,20.40996955
#317,0,No UV,0,20.41288952
#003,0,No UV,0,20.41732258
#258,0,No UV,0,20.4175934
#281,0,No UV,0,20.42270102
#258,0,No UV,1,20.4296999
#022,0,No UV,0,20.44552706
#303,0,No UV,0,20.44777596
#022,0,No UV,0,20.48395687
#258,0,No UV,0,20.48658156
#258,0,No UV,1,20.48787854
#263,0,No UV,1,20.49157296
#970,0,No UV,2,20.50247884
#970,0,No UV,0,20.51158797
#970,0,No UV,2,20.51518895
#317,0,No UV,0,20.52407944
#258,0,No UV,0,20.52462873
#022,0,No UV,0,20.54913287
#289,0,No UV,2,20.55424346
#282,0,No UV,0,20.55626451
#022,0,No UV,0,20.55963957
#003,0,No UV,0,20.57292064
#009,0,No UV,0,20.59274831
#003,0,No UV,0,20.60569188
#009,0,No UV,0,20.61059386
#258,0,No UV,0,20.61285501
#022,0,No UV,0,20.61444131
#303,0,No UV,0,20.61641087
#009,0,No UV,0,20.62074436
#289,0,No UV,1,20.62599034
#970,0,No UV,0,20.63168429
#303,0,No UV,0,20.63584971
#282,0,No UV,1,20.64516141
#258,0,No UV,0,20.67495483
#022,0,No UV,1,20.67512772
#009,0,No UV,0,20.67762333
#317,0,No UV,0,20.67856922
#003,0,No UV,0,20.68931703
#003,0,No UV,0,20.70096356
#003,0,No UV,1,20.71284208
#003,0,No UV,0,20.71526175
#317,0,No UV,0,20.72452566
#263,0,No UV,2,20.75044454
#970,0,No UV,1,20.7531409
#303,0,No UV,0,20.77863289
#263,0,No UV,1,20.84494409
#970,0,No UV,0,20.85204354
#009,0,No UV,0,20.85717585
#022,0,No UV,1,20.88221075
#022,0,No UV,1,20.90148319
#970,0,No UV,0,20.90539133
#970,0,No UV,0,20.92128585
#291,0,No UV,0,20.92502549
#263,0,No UV,0,20.93220648
#263,0,No UV,0,20.96974437
#970,0,No UV,0,21.01171728
#970,0,No UV,0,21.02549264
#303,0,No UV,0,21.04273685
#970,0,No UV,0,21.05821034
#022,0,No UV,0,21.06394477
#303,0,No UV,0,21.1162499
#022,0,No UV,0,21.1200386
#022,0,No UV,0,21.12115051
#970,0,No UV,2,21.13740276
#282,0,No UV,0,21.13953436
#003,0,No UV,1,21.14744943
#263,0,No UV,0,21.15819878
#022,0,No UV,0,21.15891939
#970,0,No UV,0,21.17507017
#131,0,No UV,3,21.1820005
#022,0,No UV,0,21.22292609
#303,0,No UV,0,21.22657118
#970,0,No UV,0,21.25096855
#317,0,No UV,0,21.2542882
#263,0,No UV,0,21.27030731
#970,0,No UV,0,21.2784763
#263,0,No UV,1,21.30803576
#022,0,No UV,0,21.31144544
#317,0,No UV,0,21.35648129
#009,0,No UV,2,21.37040586
#317,0,No UV,0,21.38051687
#263,0,No UV,1,21.42220386
#263,0,No UV,0,21.43260494
#258,0,No UV,0,21.43561323
#009,0,No UV,3,21.45091299
#303,0,No UV,1,21.5047045
#003,0,No UV,1,21.58901652
#009,0,No UV,0,21.59205072
#970,0,No UV,0,21.60141952
#291,0,No UV,0,21.60528523
#022,0,No UV,0,21.62109407
#022,0,No UV,0,21.70096942
#258,0,No UV,0,21.70819737
#022,0,No UV,0,21.76033474
#303,0,No UV,0,21.83351874
#970,0,No UV,0,21.93242345
#970,0,No UV,1,21.95208185
#303,0,No UV,0,21.96175896
#303,0,No UV,0,21.97664141
#303,0,No UV,1,21.98823726
#263,0,No UV,0,22.05856684
#970,0,No UV,0,22.07298131
#009,0,No UV,0,22.07547443
#303,0,No UV,0,22.09248749
#022,0,No UV,0,22.13001731
#258,0,No UV,0,22.13137794
#009,0,No UV,1,22.13209252
#022,0,No UV,4,22.18953009
#022,0,No UV,1,22.34357106
#281,0,No UV,1,22.53115457
#022,0,No UV,1,22.57712338
#009,0,No UV,1,22.57859966
#317,0,No UV,0,22.61963588
#263,0,No UV,1,22.73510071
#317,0,No UV,1,22.74494295
#022,0,No UV,0,23.02841681
#022,0,No UV,1,23.08455597
#303,0,No UV,0,23.16427213
#263,0,No UV,0,23.59725954
#022,0,No UV,1,23.59969636
#022,0,No UV,0,23.70150948
#263,0,No UV,0,23.83948212
#303,0,No UV,4,24.0071261
#317,0,No UV,2,24.09250925
#009,0,No UV,4,24.23359404
#970,0,No UV,1,24.24760365
#258,0,No UV,2,24.73033145
#317,0,No UV,2,24.93931188
#263,0,No UV,2,24.98268251
#317,0,No UV,2,25.07236132
#022,0,No UV,1,25.07874504
#258,0,No UV,1,25.10959702
#317,0,No UV,1,25.30397146
#317,0,No UV,6,25.3615831
#317,1,No UV,0,9.419765281
#258,1,No UV,0,11.05250351
#258,1,No UV,0,11.27018893
#974,1,No UV,0,11.88844074
#258,1,No UV,0,12.75763492
#263,1,No UV,0,12.75907545
#289,1,No UV,0,12.75907545
#009,1,No UV,0,12.76051455
#317,1,No UV,0,12.76051455
#003,1,No UV,0,12.76195222
#258,1,No UV,0,12.76195222
#289,1,No UV,0,12.76195222
#970,1,No UV,0,12.76195222
#974,1,No UV,0,12.76195222
#282,1,No UV,0,12.76482325
#003,1,No UV,0,12.76625663
#258,1,No UV,0,12.76911912
#282,1,No UV,0,12.76911912
#291,1,No UV,0,12.76911912
#974,1,No UV,0,12.77054824
#974,1,No UV,0,12.77197594
#009,1,No UV,0,12.77340224
#263,1,No UV,0,12.77340224
#303,1,No UV,0,12.77340224
#009,1,No UV,0,12.7762506
#289,1,No UV,0,12.7762506
#258,1,No UV,0,12.77767267
#263,1,No UV,0,12.77767267
#303,1,No UV,0,12.77767267
#258,1,No UV,0,12.77909335
#258,1,No UV,0,12.78051263
#974,1,No UV,0,12.78051263
#022,1,No UV,0,12.78193051
#263,1,No UV,0,12.783347
#970,1,No UV,0,12.783347
#974,1,No UV,0,12.783347
#009,1,No UV,0,12.7847621
#317,1,No UV,0,12.7847621
#317,1,No UV,0,12.78617581
#258,1,No UV,0,12.78758814
#970,1,No UV,0,12.78758814
#022,1,No UV,0,12.78899909
#258,1,No UV,0,12.78899909
#282,1,No UV,0,12.79040866
#317,1,No UV,0,12.79040866
#263,1,No UV,0,12.79181686
#263,1,No UV,0,12.79181686
#003,1,No UV,0,12.79462913
#263,1,No UV,0,12.79462913
#003,1,No UV,0,12.79603321
#003,1,No UV,0,12.79743593
#131,1,No UV,0,12.79743593
#258,1,No UV,0,12.80023728
#131,1,No UV,0,12.80163592
#003,1,No UV,0,12.8030332
#258,1,No UV,0,12.8030332
#282,1,No UV,0,12.8030332
#263,1,No UV,0,12.80442913
#281,1,No UV,0,12.80442913
#289,1,No UV,0,12.80442913
#970,1,No UV,0,12.80442913
#263,1,No UV,0,12.80582371
#009,1,No UV,0,12.80999939
#258,1,No UV,0,12.80999939
#317,1,No UV,0,12.80999939
#263,1,No UV,0,12.8113886
#131,1,No UV,0,12.81277647
#970,1,No UV,0,12.81554822
#003,1,No UV,0,12.8169321
#006,1,No UV,0,12.8169321
#282,1,No UV,0,12.8169321
#970,1,No UV,0,12.8169321
#291,1,No UV,0,12.82245439
#291,1,No UV,0,12.82245439
#970,1,No UV,0,12.82383166
#974,1,No UV,0,12.82383166
#258,1,No UV,0,12.82520762
#263,1,No UV,0,12.83069838
#291,1,No UV,0,12.83069838
#317,1,No UV,0,12.83069838
#974,1,No UV,0,12.83069838
#317,1,No UV,0,12.83343595
#022,1,No UV,0,12.83616832
#970,1,No UV,0,12.83616832
#006,1,No UV,0,12.83753257
#009,1,No UV,0,12.83753257
#974,1,No UV,0,12.83753257
#974,1,No UV,0,12.83753257
#282,1,No UV,0,12.83889554
#282,1,No UV,0,12.84025721
#289,1,No UV,0,12.84025721
#970,1,No UV,0,12.84025721
#006,1,No UV,0,12.8416176
#258,1,No UV,0,12.8416176
#009,1,No UV,0,12.84297671
#289,1,No UV,0,12.84297671
#317,1,No UV,0,12.84433454
#258,1,No UV,0,12.8456911
#003,1,No UV,0,12.84840038
#006,1,No UV,0,12.84840038
#303,1,No UV,0,12.84840038
#974,1,No UV,0,12.8524548
#003,1,No UV,0,12.85380374
#970,1,No UV,0,12.85380374
#263,1,No UV,0,12.85918694
#282,1,No UV,0,12.86052961
#291,1,No UV,0,12.86052961
#009,1,No UV,0,12.86187102
#974,1,No UV,0,12.8632112
#263,1,No UV,0,12.86455012
#974,1,No UV,0,12.86455012
#006,1,No UV,0,12.86588781
#317,1,No UV,0,12.86588781
#970,1,No UV,0,12.86588781
#003,1,No UV,0,12.86722426
#282,1,No UV,0,12.86722426
#263,1,No UV,0,12.86855947
#303,1,No UV,0,12.86855947
#974,1,No UV,0,12.86855947
#263,1,No UV,0,12.86989345
#263,1,No UV,0,12.86989345
#022,1,No UV,0,12.87122619
#258,1,No UV,0,12.87122619
#289,1,No UV,0,12.87122619
#003,1,No UV,0,12.87388799
#009,1,No UV,0,12.87388799
#263,1,No UV,0,12.8791969
#303,1,No UV,0,12.8791969
#303,1,No UV,0,12.8791969
#974,1,No UV,0,12.8791969
#303,1,No UV,0,12.88052108
#258,1,No UV,0,12.88184405
#317,1,No UV,0,12.88184405
#970,1,No UV,0,12.8831658
#006,1,No UV,0,12.88448635
#263,1,No UV,0,12.88448635
#974,1,No UV,0,12.88448635
#258,1,No UV,0,12.88844074
#263,1,No UV,0,12.89369647
#303,1,No UV,0,12.89369647
#022,1,No UV,0,12.89500742
#281,1,No UV,0,12.89500742
#006,1,No UV,0,12.89631717
#009,1,No UV,0,12.89762574
#003,1,No UV,0,12.89893312
#258,1,No UV,0,12.90023932
#009,1,No UV,0,12.90154433
#974,1,No UV,0,12.90154433
#258,1,No UV,0,12.90284817
#131,1,No UV,0,12.90415083
#258,1,No UV,0,12.90545231
#258,1,No UV,0,12.90545231
#974,1,No UV,0,12.90545231
#009,1,No UV,0,12.90675262
#258,1,No UV,0,12.90675262
#289,1,No UV,0,12.90675262
#303,1,No UV,0,12.90675262
#131,1,No UV,0,12.90805176
#282,1,No UV,0,12.90934973
#974,1,No UV,0,12.90934973
#974,1,No UV,0,12.90934973
#009,1,No UV,0,12.91323666
#970,1,No UV,0,12.91452997
#009,1,No UV,0,12.91582213
#263,1,No UV,0,12.91582213
#263,1,No UV,0,12.91582213
#263,1,No UV,0,12.91711313
#263,1,No UV,0,12.91840298
#970,1,No UV,0,12.91840298
#131,1,No UV,0,12.91969168
#970,1,No UV,0,12.91969168
#131,1,No UV,0,12.92355087
#282,1,No UV,0,12.92483498
#006,1,No UV,0,12.92611795
#291,1,No UV,0,12.92611795
#282,1,No UV,0,12.92739977
#303,1,No UV,0,12.92739977
#003,1,No UV,0,12.92996001
#263,1,No UV,0,12.92996001
#289,1,No UV,0,12.92996001
#003,1,No UV,0,12.93123843
#258,1,No UV,0,12.93123843
#970,1,No UV,0,12.93251572
#974,1,No UV,0,12.93251572
#003,1,No UV,0,12.93379188
#022,1,No UV,0,12.93379188
#006,1,No UV,0,12.9350669
#022,1,No UV,0,12.9350669
#131,1,No UV,0,12.9350669
#006,1,No UV,0,12.93761359
#289,1,No UV,0,12.93761359
#022,1,No UV,0,12.93888524
#970,1,No UV,0,12.93888524
#317,1,No UV,0,12.94015578
#003,1,No UV,0,12.9414252
#022,1,No UV,0,12.9426935
#009,1,No UV,0,12.94396069
#263,1,No UV,0,12.94522677
#291,1,No UV,0,12.94522677
#006,1,No UV,0,12.94649174
#022,1,No UV,0,12.94649174
#022,1,No UV,0,12.94649174
#282,1,No UV,0,12.94649174
#258,1,No UV,0,12.9477556
#317,1,No UV,0,12.9477556
#317,1,No UV,0,12.94901835
#009,1,No UV,0,12.95028
#289,1,No UV,0,12.95028
#009,1,No UV,0,12.95154054
#263,1,No UV,0,12.95154054
#974,1,No UV,0,12.95154054
#317,1,No UV,0,12.95405834
#303,1,No UV,0,12.95531559
#009,1,No UV,0,12.95908078
#263,1,No UV,0,12.95908078
#263,1,No UV,0,12.95908078
#317,1,No UV,0,12.95908078
#974,1,No UV,0,12.95908078
#281,1,No UV,0,12.96033366
#006,1,No UV,0,12.96158546
#317,1,No UV,0,12.96158546
#974,1,No UV,0,12.96158546
#006,1,No UV,0,12.96283617
#263,1,No UV,0,12.96283617
#009,1,No UV,0,12.9640858
#258,1,No UV,0,12.9640858
#006,1,No UV,0,12.96533434
#131,1,No UV,0,12.96658181
#258,1,No UV,0,12.96658181
#317,1,No UV,0,12.96658181
#974,1,No UV,0,12.96658181
#974,1,No UV,0,12.9678282
#974,1,No UV,0,12.9678282
#970,1,No UV,0,12.96907351
#006,1,No UV,0,12.97031775
#006,1,No UV,0,12.97156092
#003,1,No UV,0,12.97280301
#009,1,No UV,0,12.97404404
#291,1,No UV,0,12.975284
#282,1,No UV,0,12.9765229
#289,1,No UV,0,12.9765229
#003,1,No UV,0,12.97899751
#006,1,No UV,0,12.97899751
#974,1,No UV,0,12.98146788
#281,1,No UV,0,12.98393402
#291,1,No UV,0,12.98516552
#022,1,No UV,0,12.98762535
#009,1,No UV,0,12.9888537
#263,1,No UV,0,12.9888537
#131,1,No UV,0,12.99008101
#263,1,No UV,0,12.99130727
#263,1,No UV,0,12.99253249
#317,1,No UV,0,12.99253249
#317,1,No UV,0,12.99375666
#289,1,No UV,0,12.99497981
#131,1,No UV,0,12.99620191
#289,1,No UV,0,12.99620191
#009,1,No UV,0,12.99742298
#317,1,No UV,0,12.99864302
#003,1,No UV,0,13.00108001
#009,1,No UV,0,13.00108001
#970,1,No UV,0,13.00108001
#970,1,No UV,0,13.00108001
#263,1,No UV,0,13.00351288
#974,1,No UV,0,13.00351288
#970,1,No UV,0,13.00472778
#258,1,No UV,0,13.00594166
#974,1,No UV,0,13.00594166
#258,1,No UV,0,13.00715452
#022,1,No UV,0,13.00836636
#258,1,No UV,0,13.00836636
#282,1,No UV,0,13.00836636
#003,1,No UV,0,13.00957718
#303,1,No UV,0,13.00957718
#006,1,No UV,0,13.01320356
#263,1,No UV,0,13.01320356
#281,1,No UV,0,13.01441034
#317,1,No UV,0,13.01441034
#003,1,No UV,0,13.0156161
#009,1,No UV,0,13.01682085
#009,1,No UV,0,13.01682085
#009,1,No UV,0,13.0180246
#131,1,No UV,0,13.01922735
#263,1,No UV,0,13.01922735
#303,1,No UV,0,13.01922735
#003,1,No UV,0,13.0204291
#258,1,No UV,0,13.0204291
#258,1,No UV,0,13.0204291
#282,1,No UV,0,13.02162984
#289,1,No UV,0,13.02162984
#317,1,No UV,0,13.02162984
#022,1,No UV,0,13.02282959
#263,1,No UV,0,13.02402834
#006,1,No UV,0,13.02522609
#003,1,No UV,0,13.02642285
#281,1,No UV,0,13.02642285
#303,1,No UV,0,13.0288134
#970,1,No UV,0,13.0288134
#003,1,No UV,0,13.03000719
#282,1,No UV,0,13.03000719
#970,1,No UV,0,13.03000719
#003,1,No UV,0,13.03119999
#022,1,No UV,0,13.03119999
#263,1,No UV,0,13.03119999
#006,1,No UV,0,13.03358264
#258,1,No UV,0,13.03358264
#317,1,No UV,0,13.03358264
#317,1,No UV,0,13.03358264
#282,1,No UV,0,13.0347725
#974,1,No UV,0,13.03714926
#258,1,No UV,0,13.03833617
#970,1,No UV,0,13.03833617
#006,1,No UV,0,13.03952211
#022,1,No UV,0,13.03952211
#974,1,No UV,0,13.03952211
#303,1,No UV,0,13.04070708
#303,1,No UV,0,13.04189107
#006,1,No UV,0,13.04307409
#291,1,No UV,0,13.04307409
#006,1,No UV,0,13.04543723
#317,1,No UV,0,13.04661735
#258,1,No UV,0,13.0477965
#003,1,No UV,0,13.0489747
#282,1,No UV,0,13.05015193
#303,1,No UV,0,13.05015193
#258,1,No UV,0,13.0513282
#317,1,No UV,0,13.05250351
#003,1,No UV,0,13.05367786
#009,1,No UV,0,13.05367786
#974,1,No UV,0,13.05367786
#291,1,No UV,0,13.05602371
#131,1,No UV,0,13.05953534
#022,1,No UV,0,13.06070399
#974,1,No UV,0,13.06187169
#970,1,No UV,0,13.06536913
#003,1,No UV,0,13.06653307
#006,1,No UV,0,13.06769606
#009,1,No UV,0,13.06885812
#009,1,No UV,0,13.06885812
#006,1,No UV,0,13.07001924
#289,1,No UV,0,13.07001924
#974,1,No UV,0,13.07001924
#022,1,No UV,0,13.07117943
#009,1,No UV,0,13.07233869
#317,1,No UV,0,13.07233869
#970,1,No UV,0,13.07233869
#974,1,No UV,0,13.07349701
#289,1,No UV,0,13.07465441
#974,1,No UV,0,13.07465441
#291,1,No UV,0,13.07812104
#263,1,No UV,0,13.07927474
#263,1,No UV,0,13.08042751
#291,1,No UV,0,13.08042751
#263,1,No UV,0,13.08157936
#970,1,No UV,0,13.08388031
#003,1,No UV,0,13.08502941
#006,1,No UV,0,13.08502941
#291,1,No UV,0,13.08502941
#974,1,No UV,0,13.08502941
#263,1,No UV,0,13.0861776
#974,1,No UV,0,13.0861776
#009,1,No UV,0,13.08732487
#022,1,No UV,0,13.08732487
#303,1,No UV,0,13.08732487
#022,1,No UV,0,13.08847123
#282,1,No UV,0,13.08847123
#289,1,No UV,0,13.08847123
#003,1,No UV,0,13.08961668
#006,1,No UV,0,13.08961668
#317,1,No UV,0,13.08961668
#009,1,No UV,0,13.09076122
#009,1,No UV,0,13.09076122
#317,1,No UV,0,13.09076122
#317,1,No UV,0,13.09190486
#289,1,No UV,0,13.09418941
#970,1,No UV,0,13.09418941
#974,1,No UV,0,13.09647035
#003,1,No UV,0,13.09760947
#022,1,No UV,0,13.09760947
#022,1,No UV,0,13.09988502
#022,1,No UV,0,13.10102144
#003,1,No UV,0,13.10215698
#263,1,No UV,0,13.10215698
#282,1,No UV,0,13.10329162
#258,1,No UV,0,13.10555822
#974,1,No UV,0,13.10555822
#009,1,No UV,0,13.10669019
#289,1,No UV,0,13.10669019
#970,1,No UV,0,13.10669019
#970,1,No UV,0,13.10669019
#006,1,No UV,0,13.10895147
#303,1,No UV,0,13.10895147
#258,1,No UV,0,13.11008078
#970,1,No UV,0,13.11120921
#974,1,No UV,0,13.11233676
#282,1,No UV,0,13.11346342
#289,1,No UV,0,13.11571412
#289,1,No UV,0,13.11683815
#003,1,No UV,0,13.11908359
#003,1,No UV,0,13.120205
#258,1,No UV,0,13.120205
#006,1,No UV,0,13.12132554
#131,1,No UV,0,13.12132554
#970,1,No UV,0,13.12132554
#003,1,No UV,0,13.12244521
#258,1,No UV,0,13.12356401
#009,1,No UV,0,13.12468195
#970,1,No UV,0,13.12468195
#974,1,No UV,0,13.12691522
#303,1,No UV,0,13.12803056
#131,1,No UV,0,13.12914504
#006,1,No UV,0,13.13025866
#006,1,No UV,0,13.13025866
#970,1,No UV,0,13.13025866
#282,1,No UV,0,13.13137143
#006,1,No UV,0,13.13248333
#022,1,No UV,0,13.13248333
#289,1,No UV,0,13.13248333
#263,1,No UV,0,13.13359438
#291,1,No UV,0,13.13359438
#258,1,No UV,0,13.13470457
#970,1,No UV,0,13.13581391
#022,1,No UV,0,13.13692239
#003,1,No UV,0,13.13913682
#282,1,No UV,0,13.14024275
#303,1,No UV,0,13.14024275
#022,1,No UV,0,13.14245209
#303,1,No UV,0,13.14245209
#022,1,No UV,0,13.14796067
#281,1,No UV,0,13.14905986
#263,1,No UV,0,13.15015822
#317,1,No UV,0,13.15015822
#317,1,No UV,0,13.15125575
#263,1,No UV,0,13.15344829
#263,1,No UV,0,13.15454332
#970,1,No UV,0,13.15454332
#974,1,No UV,0,13.15454332
#970,1,No UV,0,13.15782341
#974,1,No UV,0,13.15782341
#003,1,No UV,0,13.15891512
#282,1,No UV,0,13.15891512
#317,1,No UV,0,13.16000601
#974,1,No UV,0,13.16000601
#009,1,No UV,0,13.16109607
#970,1,No UV,0,13.16218531
#009,1,No UV,0,13.16327372
#291,1,No UV,0,13.16327372
#291,1,No UV,0,13.16327372
#263,1,No UV,0,13.16544809
#970,1,No UV,0,13.16544809
#291,1,No UV,0,13.16653405
#006,1,No UV,0,13.16761919
#282,1,No UV,0,13.16870352
#131,1,No UV,0,13.17086973
#131,1,No UV,0,13.17086973
#282,1,No UV,0,13.17195161
#006,1,No UV,0,13.17519241
#289,1,No UV,0,13.17627106
#970,1,No UV,0,13.17734891
#009,1,No UV,0,13.17842595
#317,1,No UV,0,13.17842595
#974,1,No UV,0,13.17842595
#263,1,No UV,0,13.17950218
#003,1,No UV,0,13.18057762
#291,1,No UV,0,13.18057762
#291,1,No UV,0,13.18272608
#970,1,No UV,0,13.18272608
#022,1,No UV,0,13.18487136
#317,1,No UV,0,13.18808329
#258,1,No UV,0,13.18915235
#317,1,No UV,0,13.19022062
#974,1,No UV,0,13.19022062
#003,1,No UV,0,13.19235479
#006,1,No UV,0,13.19235479
#974,1,No UV,0,13.19235479
#263,1,No UV,0,13.1944858
#291,1,No UV,0,13.1944858
#970,1,No UV,0,13.1944858
#003,1,No UV,0,13.19555012
#281,1,No UV,0,13.19661367
#289,1,No UV,0,13.19661367
#022,1,No UV,0,13.19767643
#263,1,No UV,0,13.19767643
#974,1,No UV,0,13.19767643
#317,1,No UV,0,13.1987384
#009,1,No UV,0,13.1997996
#282,1,No UV,0,13.1997996
#970,1,No UV,0,13.1997996
#303,1,No UV,0,13.20086001
#282,1,No UV,0,13.20191965
#974,1,No UV,0,13.20191965
#263,1,No UV,0,13.2050939
#263,1,No UV,0,13.20931539
#009,1,No UV,0,13.21142152
#003,1,No UV,0,13.21352457
#258,1,No UV,0,13.21352457
#263,1,No UV,0,13.21352457
#974,1,No UV,0,13.21352457
#003,1,No UV,0,13.21457495
#258,1,No UV,0,13.21457495
#263,1,No UV,0,13.21457495
#970,1,No UV,0,13.21562456
#003,1,No UV,0,13.21876883
#263,1,No UV,0,13.22190627
#006,1,No UV,0,13.22295056
#006,1,No UV,0,13.22295056
#289,1,No UV,0,13.22295056
#006,1,No UV,0,13.22607892
#974,1,No UV,0,13.2271202
#003,1,No UV,0,13.22816073
#003,1,No UV,0,13.22816073
#006,1,No UV,0,13.22816073
#258,1,No UV,0,13.22816073
#281,1,No UV,0,13.23127783
#003,1,No UV,0,13.23231537
#282,1,No UV,0,13.2343882
#022,1,No UV,0,13.23542351
#970,1,No UV,0,13.23542351
#970,1,No UV,0,13.23749189
#263,1,No UV,0,13.23852497
#009,1,No UV,0,13.23955731
#281,1,No UV,0,13.23955731
#974,1,No UV,0,13.23955731
#009,1,No UV,0,13.24161977
#970,1,No UV,0,13.24161977
#258,1,No UV,0,13.2426499
#009,1,No UV,0,13.2436793
#291,1,No UV,0,13.2436793
#974,1,No UV,0,13.24470796
#291,1,No UV,0,13.24676308
#003,1,No UV,0,13.24778954
#303,1,No UV,0,13.24778954
#974,1,No UV,0,13.24984028
#006,1,No UV,0,13.25086456
#131,1,No UV,0,13.25188811
#289,1,No UV,0,13.25188811
#003,1,No UV,0,13.25495441
#009,1,No UV,0,13.25597507
#282,1,No UV,0,13.25597507
#009,1,No UV,0,13.256995
#282,1,No UV,0,13.256995
#009,1,No UV,0,13.26106754
#258,1,No UV,0,13.26106754
#291,1,No UV,0,13.26106754
#974,1,No UV,0,13.26208388
#006,1,No UV,0,13.26512861
#022,1,No UV,0,13.26614209
#289,1,No UV,0,13.26614209
#974,1,No UV,0,13.26614209
#282,1,No UV,0,13.26715487
#974,1,No UV,0,13.26816693
#003,1,No UV,0,13.26917828
#006,1,No UV,0,13.26917828
#263,1,No UV,0,13.26917828
#303,1,No UV,0,13.26917828
#974,1,No UV,0,13.26917828
#317,1,No UV,0,13.27119886
#003,1,No UV,0,13.27220809
#131,1,No UV,0,13.27220809
#974,1,No UV,0,13.27220809
#258,1,No UV,0,13.27321662
#282,1,No UV,0,13.27422444
#009,1,No UV,0,13.27523156
#281,1,No UV,0,13.27925301
#003,1,No UV,0,13.28025662
#282,1,No UV,0,13.28125954
#009,1,No UV,0,13.28226176
#970,1,No UV,0,13.28326328
#974,1,No UV,0,13.28326328
#009,1,No UV,0,13.28426411
#258,1,No UV,0,13.28426411
#970,1,No UV,0,13.28426411
#003,1,No UV,0,13.28526425
#006,1,No UV,0,13.28626369
#317,1,No UV,0,13.28626369
#009,1,No UV,0,13.28925787
#022,1,No UV,0,13.28925787
#258,1,No UV,0,13.29125054
#009,1,No UV,0,13.29224585
#291,1,No UV,0,13.29324047
#974,1,No UV,0,13.29522765
#974,1,No UV,0,13.29522765
#006,1,No UV,0,13.2972121
#006,1,No UV,0,13.2972121
#974,1,No UV,0,13.30018367
#022,1,No UV,0,13.30117283
#258,1,No UV,0,13.30314912
#317,1,No UV,0,13.30314912
#970,1,No UV,0,13.30314912
#974,1,No UV,0,13.30314912
#258,1,No UV,0,13.3061085
#009,1,No UV,0,13.30709361
#006,1,No UV,0,13.30906182
#009,1,No UV,0,13.30906182
#258,1,No UV,0,13.31004491
#258,1,No UV,0,13.31004491
#303,1,No UV,0,13.31004491
#006,1,No UV,0,13.3120091
#289,1,No UV,0,13.3120091
#974,1,No UV,0,13.3120091
#131,1,No UV,0,13.31397062
#289,1,No UV,0,13.31397062
#970,1,No UV,0,13.31397062
#006,1,No UV,0,13.31495038
#022,1,No UV,0,13.31495038
#258,1,No UV,0,13.31592947
#258,1,No UV,0,13.31592947
#289,1,No UV,0,13.3169079
#289,1,No UV,0,13.3169079
#291,1,No UV,0,13.3169079
#974,1,No UV,0,13.3169079
#009,1,No UV,0,13.31788567
#263,1,No UV,0,13.31788567
#974,1,No UV,0,13.31788567
#263,1,No UV,0,13.31983922
#263,1,No UV,0,13.320815
#281,1,No UV,0,13.320815
#317,1,No UV,0,13.32179012
#009,1,No UV,0,13.32276459
#263,1,No UV,0,13.32276459
#282,1,No UV,0,13.32276459
#009,1,No UV,0,13.32373839
#263,1,No UV,0,13.32373839
#282,1,No UV,0,13.32568404
#263,1,No UV,0,13.32665588
#974,1,No UV,0,13.32762706
#258,1,No UV,0,13.32956747
#003,1,No UV,0,13.33150528
#258,1,No UV,0,13.33150528
#009,1,No UV,0,13.3324732
#263,1,No UV,0,13.3324732
#303,1,No UV,0,13.3324732
#317,1,No UV,0,13.3324732
#006,1,No UV,0,13.33344048
#974,1,No UV,0,13.33344048
#003,1,No UV,0,13.33440711
#022,1,No UV,0,13.33537309
#258,1,No UV,0,13.33923057
#022,1,No UV,0,13.34019333
#258,1,No UV,0,13.34019333
#263,1,No UV,0,13.34019333
#289,1,No UV,0,13.34019333
#970,1,No UV,0,13.34019333
#317,1,No UV,0,13.34115545
#317,1,No UV,0,13.34115545
#974,1,No UV,0,13.34115545
#303,1,No UV,0,13.34211692
#974,1,No UV,0,13.34211692
#281,1,No UV,0,13.34403796
#263,1,No UV,0,13.34595643
#006,1,No UV,0,13.34787236
#289,1,No UV,0,13.34787236
#317,1,No UV,0,13.34882937
#974,1,No UV,0,13.34882937
#258,1,No UV,0,13.34978575
#317,1,No UV,0,13.3507415
#009,1,No UV,0,13.35169661
#970,1,No UV,0,13.35169661
#303,1,No UV,0,13.35360493
#303,1,No UV,0,13.35551074
#263,1,No UV,0,13.3564627
#009,1,No UV,0,13.36026427
#009,1,No UV,0,13.3612131
#022,1,No UV,0,13.3612131
#263,1,No UV,0,13.3612131
#970,1,No UV,0,13.36216131
#289,1,No UV,0,13.36405585
#974,1,No UV,0,13.36500219
#263,1,No UV,0,13.36689301
#281,1,No UV,0,13.36689301
#289,1,No UV,0,13.36689301
#263,1,No UV,0,13.37066723
#009,1,No UV,0,13.37255064
#022,1,No UV,0,13.37349143
#974,1,No UV,0,13.37349143
#974,1,No UV,0,13.37349143
#282,1,No UV,0,13.3744316
#974,1,No UV,0,13.37537116
